Datum;Region;Kundenpünktlichkeit KPP;KPP FV;KPP RV;KAP;KAP FV;KAP RV;ZPK;ZPK FV;ZPK RV;KCOR;cor;Schlüssel
2021-11-19;NETZ;88.0482213189;81.6019773339;92.0149730762;88.5910735589;81.7436526729;92.402267691;87.3934255905;83.8056638548;88.0438889603;96.079453215;98.5682400166;2021-11-19 00:00:00-NETZ
2021-11-20;ROT;97.2397888444;93.989947802;98.6836372077;98.0858906696;94.6184933612;99.3528475293;97.4760938331;95.7072958888;97.665421922;98.1825749553;99.2258548193;2021-11-20 00:00:00-ROT
2021-06-14;ROT;96.8427819926;93.2068588727;98.0840948642;97.564518068;94.2826880722;98.5366557373;95.4152637336;93.2355658199;95.6372255049;98.0636548597;99.3347384117;2021-06-14 00:00:00-ROT
2021-06-15;RME;89.5039902685;87.0896846963;91.9187156962;90.7334430456;88.4372546647;92.845227069;89.4164799348;87.7877858338;89.7803738318;95.6706029242;97.9627790768;2021-06-15 00:00:00-RME
2021-06-17;NETZ;91.3747406486;87.4479599644;93.8379667907;92.4278387464;88.770357455;94.4970778161;90.715730511;89.0156570091;91.0184678523;97.154256987;98.7733007378;2021-06-17 00:00:00-NETZ
2020-12-27;RSD;96.7727360413;96.0341287516;97.5604137323;97.5877047563;97.600066161;97.5775971142;94.5916784203;96.47256386;93.7926045016;98.0438580185;99.0867579909;2020-12-27 00:00:00-RSD
2021-03-25;NETZ;95.090872821;93.2569020964;96.2330943576;95.7483479747;93.6985401357;96.9131376542;93.2516195541;93.1561309124;93.2685735513;97.6134264825;99.0261615189;2021-03-25 00:00:00-NETZ
2021-03-25;RME;96.1036952342;94.7027936218;97.4953284269;96.4265616954;94.8585723884;97.8622770528;94.7523325945;93.4910564561;95.0375766386;98.8460229601;99.2692035284;2021-03-25 00:00:00-RME
2021-03-25;ROT;96.2059004991;93.8389302342;97.0110316589;97.1851785221;94.6684865654;97.935297017;95.0239500872;93.691702432;95.1618300267;96.8177374469;98.9323235487;2021-03-25 00:00:00-ROT
2021-09-02;NETZ;91.5879628326;89.3847822467;92.8739753178;92.2215049244;90.1661925719;93.3038251996;90.7763943017;89.8451320921;90.9402226681;96.347055551;98.6633094796;2021-09-02 00:00:00-NETZ
2021-09-02;RSD;78.4393331332;79.9967658508;77.0118002494;82.0946855327;80.9292057239;83.0861258181;81.559352518;79.2879858657;82.6190240686;88.4367683432;94.8076031525;2021-09-02 00:00:00-RSD
2021-09-03;NETZ;92.8508513845;87.8739090071;95.7698705544;93.6400797731;88.9581115237;96.1090336666;90.751073638;88.1456613795;91.2162113679;97.0269967914;98.7068852688;2021-09-03 00:00:00-NETZ
2021-09-03;RSD;82.5952577373;80.268748569;84.9902329263;83.3332673941;80.1285011813;86.2366023157;84.2596464755;81.6846553966;85.5367623347;95.3062531529;96.6378918673;2021-09-03 00:00:00-RSD
2021-09-03;RWT;89.7924261941;86.1585063288;93.3994237751;91.2597267795;88.3405210504;93.990135505;87.7210503659;87.9381831431;87.6592590032;97.3687761523;98.0452488688;2021-09-03 00:00:00-RWT
2021-09-04;RME;92.1209426278;89.8147617582;95.0633416639;92.7399307519;90.4953715865;95.185996333;92.2208703421;90.8628715648;92.5340857642;97.5033242929;98.976577337;2021-09-04 00:00:00-RME
2021-09-04;ROT;96.5018313673;92.65684578;98.2365551935;97.3084950967;93.9653522146;98.5409033313;96.0219072877;94.9820143885;96.1323381108;97.5282881171;99.1258961137;2021-09-04 00:00:00-ROT
2021-09-04;RWT;93.1869239393;90.2594487036;96.6237567825;94.8386734091;92.9402425538;96.8108796975;93.6114120834;92.5238522698;93.9355270198;98.5188119632;98.9700090882;2021-09-04 00:00:00-RWT
2021-09-05;RWT;94.1544513434;92.6262531304;95.925404419;94.9075975802;93.3254038898;96.5687666689;92.8533584713;92.8175480137;92.8648488941;97.8239527189;98.8068365044;2021-09-05 00:00:00-RWT
2021-06-23;NETZ;90.669263883;85.8995171342;93.6496825765;91.8570587673;87.0836881044;94.5643308944;88.8328299205;86.9853286385;89.162392044;95.9862439047;98.3354986093;2021-06-23 00:00:00-NETZ
2021-06-24;RSD;87.4927945469;85.690856947;89.3017732499;88.8483427053;85.9488072965;91.4454175141;83.8505477308;84.7335164835;83.42442824;95.9057631165;97.4405850091;2021-06-24 00:00:00-RSD
2021-06-25;ROT;96.7314254737;93.3929326147;97.8770261354;97.2509102647;94.6368894746;98.0256470267;95.9336318674;94.7080344333;96.0595518868;98.1494201498;99.3659124761;2021-06-25 00:00:00-ROT
2021-06-25;RWT;90.983083785;90.3115038516;91.8478083005;92.1865350607;91.5332097305;92.9905310328;88.1058836254;90.5375060887;87.4118587516;97.3364300267;98.459996355;2021-06-25 00:00:00-RWT
2021-06-26;ROT;97.3071673214;93.7532516255;98.9317377795;98.1194701196;95.5813153395;99.0573818038;97.0488774149;93.9714459295;97.3737733308;98.6906486792;99.4857780437;2021-06-26 00:00:00-ROT
2021-06-27;RSD;88.969898896;87.3547216754;91.012736863;89.8217107649;88.4448367246;91.1479439549;89.3798076923;88.9168466523;89.61187297;94.3804072991;96.7472118959;2021-06-27 00:00:00-RSD
2021-01-17;RWT;90.400071605;88.6011657981;93.411805069;93.4321348136;93.2176840459;93.7367390097;88.682499331;91.0799900941;87.7951420715;97.833094992;98.9877078814;2021-01-17 00:00:00-RWT
2021-07-29;ROT;96.833300473;92.0322242207;98.4536667645;97.4963030269;92.9140888343;98.8372409267;96.6208445523;94.4268874963;96.8360655738;98.3186643512;99.4411080141;2021-07-29 00:00:00-ROT
2021-07-30;RSD;83.6938045469;85.8485139158;81.7585297828;85.376872292;85.5000008521;85.2777129836;83.3851129138;84.1470185058;83.026756931;95.2712314661;97.1715328467;2021-07-30 00:00:00-RSD
2021-07-31;RWT;94.8141331776;93.9088740921;96.1812430099;95.143557354;94.2559520106;96.3389288015;93.3411227688;93.9736842105;93.148960739;99.0497406396;99.2946802152;2021-07-31 00:00:00-RWT
2021-08-01;RME;96.5854994338;95.7202672325;97.6677353024;96.9835215711;96.141968977;97.882410064;95.9043830186;95.124082232;96.0844402277;98.2760305505;99.3165948596;2021-08-01 00:00:00-RME
2021-10-23;RME;91.4463232218;90.5700056241;92.4747512823;92.1148455294;91.8402526362;92.3848945898;91.6945150646;92.3278688525;91.550958795;96.1815260546;98.6299713906;2021-10-23 00:00:00-RME
2021-10-24;RSD;93.2639357406;93.078844474;93.4860061024;95.6836893323;93.2170656122;98.0166401338;94.6519369056;92.9976043806;95.5;99.5916543244;97.8211529732;2021-10-24 00:00:00-RSD
2021-07-16;NETZ;90.9367602764;88.9155436008;92.2240806742;92.0984669082;89.8718705896;93.3950059923;90.8686218407;89.3813829018;91.1455662105;96.5242508308;98.5998025595;2021-07-16 00:00:00-NETZ
2021-07-17;ROT;96.9624800096;94.9473246175;97.8960076784;97.9480608283;95.8570835002;98.7499438121;97.028198426;95.6651917404;97.1734681045;98.4040492396;99.2020648735;2021-07-17 00:00:00-ROT
2021-07-17;RWT;91.2581271375;88.5513070726;95.5707883911;92.5879016666;89.9467456932;96.3294825236;92.4913344887;90.7344983089;93.0644019491;97.1719016698;98.3931709767;2021-07-17 00:00:00-RWT
2021-07-18;RSD;89.109762313;88.6074860086;89.7229662075;91.0050405255;89.1674941701;92.750673548;89.3289196157;88.8408134642;89.5739176346;95.5544916715;96.5804066543;2021-07-18 00:00:00-RSD
2021-07-19;ROT;89.6819315759;87.8544046332;90.2957384065;92.452650326;89.437920574;93.3517367233;92.6789771183;90.2993966817;92.914568587;96.2630869631;98.6948480057;2021-07-19 00:00:00-ROT
2021-07-20;ROT;95.7722325729;91.177602923;97.3184233865;96.3763187975;92.0241891763;97.6429261555;95.2927155865;92.8133433283;95.5358770769;97.8513167191;99.1296655633;2021-07-20 00:00:00-ROT
2021-07-21;NETZ;94.4474105774;91.7924284918;96.0943810648;95.2727116747;92.7350054823;96.6965111696;92.5541519525;90.768409979;92.872035474;97.1033370519;98.8842200645;2021-07-21 00:00:00-NETZ
2021-07-21;ROT;96.2835437493;93.2761521256;97.2971530081;97.0799427437;94.0784512336;97.9584157718;95.4443147984;93.5096327514;95.6335728378;97.7498643913;99.1476987867;2021-07-21 00:00:00-ROT
2021-01-28;RSD;84.6207562343;80.020553215;89.0110529615;88.8186258978;87.2035829824;90.05259994;88.3772022088;85.0502392344;89.6377810007;98.4861717262;98.4599044079;2021-01-28 00:00:00-RSD
2021-01-29;RSD;88.1878844838;84.0188969749;91.890800489;93.8504436942;93.8565349628;93.8461699166;90.6152122331;86.5105062082;92.1802621996;97.8812353132;98.9779451318;2021-01-29 00:00:00-RSD
2021-01-30;NETZ;96.1794312078;95.3934920777;96.7922501841;97.6824232846;96.6101474938;98.3976322495;95.5342670132;95.4797148317;95.5449457601;98.8634121788;99.496777611;2021-01-30 00:00:00-NETZ
2021-11-01;NETZ;89.5180346271;85.5050688064;92.034313011;90.0876200177;85.9612604499;92.432352093;88.4638819961;87.2099015634;88.6892946825;96.7706677068;98.6738445378;2021-11-01 00:00:00-NETZ
2021-11-01;ROT;91.8428354664;88.4111283235;93.0072960586;92.196735901;89.246431303;93.0640656877;91.562308614;90.4222318589;91.6779680901;96.8617416903;98.9375622244;2021-11-01 00:00:00-ROT
2021-11-02;ROT;89.6557313355;83.9284569358;91.6105981599;90.1482266887;84.5744756963;91.7889100924;89.4029229785;86.2891513561;89.716338392;96.2502381724;98.8945942091;2021-11-02 00:00:00-ROT
2021-11-02;RWT;83.4536275741;83.7894002109;82.9976326851;85.6289403688;86.9114796667;84.0129390716;80.3003811339;86.5435806832;78.4908507442;97.1058244516;98.5355648536;2021-11-02 00:00:00-RWT
2021-11-04;RWT;86.3337513658;85.0676945102;88.0105476509;87.3508852657;86.2828195541;88.7000160839;83.5122576214;85.8518910031;82.8333333333;95.4989179273;98.000683527;2021-11-04 00:00:00-RWT
2021-11-05;RSD;89.0337740144;89.46135714;88.602835486;89.6771441204;89.120760152;90.168880824;87.226488352;88.5339425587;86.581185567;95.3987018915;98.138901498;2021-11-05 00:00:00-RSD
2021-11-06;ROT;97.6199740766;94.105757275;99.2174190928;98.1819921067;94.7133687162;99.4710483593;97.2016356458;96.0697674419;97.3232354778;98.118635965;99.2996546462;2021-11-06 00:00:00-ROT
2021-03-14;RME;97.305272308;96.4074147064;98.4517604047;97.4880984054;96.6074322195;98.4504881764;96.1820732915;95.3167330677;96.3894952251;99.0352900456;99.4969177354;2021-03-14 00:00:00-RME
2021-10-14;RSD;86.5205755718;84.7564436159;88.3246189041;88.2992471863;85.5537183103;90.7991199031;84.4772382398;83.5968586387;84.9132901135;88.5025968034;95.2129995608;2021-10-14 00:00:00-RSD
2021-10-14;RWT;86.1682219979;84.2706233222;88.6081099983;86.976450203;84.7857455921;89.6806392526;85.3573216521;85.6715428857;85.2699262763;97.9022007831;98.5541946772;2021-10-14 00:00:00-RWT
2021-10-15;NETZ;91.2308329105;85.4104813977;94.6928487314;92.4067141323;86.9330111883;95.3151228525;89.8162724641;85.16082043;90.6305642553;96.2733317091;98.4552071228;2021-10-15 00:00:00-NETZ
2021-10-15;ROT;94.3289061609;86.6636260607;96.9146715504;95.2825888796;88.0788067695;97.387534175;93.6699394969;88.7057026477;94.168146115;96.1153639585;98.6828338421;2021-10-15 00:00:00-ROT
2021-10-15;RWT;84.3628520227;80.3940965101;88.6980456193;86.0425288571;82.2846285323;89.8599639973;84.2307504211;79.6030927835;85.4670866901;98.0554150899;98.2534015247;2021-10-15 00:00:00-RWT
2021-10-16;NETZ;87.9795337377;84.881189328;89.8870937029;89.4199742621;86.2663225893;91.0397163702;92.0491572086;90.2333454347;92.3663147382;97.6926939071;99.1514666933;2021-10-16 00:00:00-NETZ
2021-10-16;ROT;92.2643585655;88.6043142934;93.5977956359;93.4715088163;90.6636854823;94.3348122778;93.7334154693;92.4884275017;93.8626152379;97.6081390419;99.2750464196;2021-10-16 00:00:00-ROT
2021-10-16;RSD;78.7222648795;78.2379296609;79.3345525241;80.8601117197;79.3026467052;82.3937549531;91.8151750973;92.0899788285;91.6706864564;98.522768324;98.0498866213;2021-10-16 00:00:00-RSD
2021-10-17;ROT;92.318714863;88.4330225032;93.8440083819;93.5153968067;90.1294235643;94.6316109409;94.512126964;93.1354202698;94.6678535097;98.0677456787;99.4589675711;2021-10-17 00:00:00-ROT
2021-10-19;RWT;86.297239889;83.6301858863;89.7173950451;86.8880184723;83.8476686259;90.6476512549;85.7963966405;83.5886454183;86.4104508622;96.8222697407;98.6484034833;2021-10-19 00:00:00-RWT
2021-10-20;RSD;91.1861234084;89.4350567294;92.9841761721;91.7745400953;89.5687189711;93.7591550961;87.5558539205;86.162371134;88.2528198518;94.4390326656;97.3214285714;2021-10-20 00:00:00-RSD
2021-03-23;NETZ;92.6772128246;89.7195662839;94.5196918506;93.4278579051;90.706040131;94.9619381593;92.3852687712;91.4509275883;92.550663418;97.0307500907;98.9380407114;2021-03-23 00:00:00-NETZ
2021-03-24;ROT;95.9975403039;93.22501361;96.9357545827;96.7059767388;93.9823754281;97.5079315051;94.2520771911;92.7041642568;94.4101973296;97.803777916;99.2820571494;2021-03-24 00:00:00-ROT
2021-03-24;RSD;91.8779024694;92.9189156086;90.9798096964;92.9218847731;92.5673660406;93.1966413532;91.326544021;94.2128532361;90.1573116691;97.1508091991;98.3761131482;2021-03-24 00:00:00-RSD
2021-12-11;RME;92.3160417213761;89.7739487892608;95.6472158575338;93.1950748450175;90.8676904905593;95.7821057902964;92.4743784193706;91.0158371040724;92.819932998325;97.0491392908288;98.6620330147698;2021-12-11 00:00:00-RME
2021-11-28;RME;90.3256843928;87.4830035439;93.9932082003;91.2452780261;88.305709122;94.4667692461;91.3073864255;89.5852272727;91.7159320663;97.07612267;98.6614230048;2021-11-28 00:00:00-RME
2021-11-29;RME;91.3122962953;90.2373164879;92.4078494086;91.7715895018;90.8061397833;92.6686925711;89.4764754015;90.4420289855;89.2594889139;97.7528215093;98.7774594078;2021-11-29 00:00:00-RME
2021-11-29;ROT;92.6480200361;92.8631028097;92.574156585;92.9072321864;93.3733241323;92.7682734626;92.0846617495;92.3897772701;92.0535324108;97.5417911302;99.0682701308;2021-11-29 00:00:00-ROT
2021-11-29;RSD;89.3654486529;92.1583192181;86.6801319015;91.1186939191;91.9323856148;90.4081718836;89.6956425078;90.4708078751;89.3181818182;97.8587201935;97.4689369535;2021-11-29 00:00:00-RSD
2021-11-30;RSD;93.5481988398;91.1100188558;96.0728558337;93.7297059449;90.9659520793;96.2259417132;90.8382416631;89.4803536346;91.5090585571;96.2661382208;97.5664713835;2021-11-30 00:00:00-RSD
2021-12-01;RME;82.3006879007;79.5225445953;85.1427089398;82.9451108392;80.7255444936;85.0067702525;83.4159405433;83.3440111421;83.432160804;94.2567069698;97.8342689462;2021-12-01 00:00:00-RME
2021-12-01;ROT;91.0148775009;84.8427336706;93.1317028383;91.9229113654;86.1822476608;93.6321307215;90.9438220061;88.8550228311;91.1569598136;96.0319392129;98.3799017178;2021-12-01 00:00:00-ROT
2021-12-01;RWT;77.3129285491;76.723242064;78.0915754964;78.7945360672;78.4447938663;79.2352235571;75.3674568966;80.7336892052;73.7906936215;95.1218106337;97.5265934446;2021-12-01 00:00:00-RWT
2021-12-02;RSD;93.3301827595;92.7604456595;93.9125726668;94.7917429996;94.3673910858;95.1739888447;91.295429815;92.3430728825;90.7760416667;93.7819420669;98.5047575895;2021-12-02 00:00:00-RSD
2021-12-03;RSD;92.3862143662;90.6635936094;94.1538324655;93.0990317135;91.2406726005;94.77357377;90.1956709024;90.72236671;89.9347826087;93.171892603;98.3739837398;2021-12-03 00:00:00-RSD
2021-12-04;ROT;95.9506007418;94.1172053775;96.7710523976;97.2141310179;94.8408695635;98.0961782737;95.0657534625;95.1309284277;95.0588181318;97.5389201744;99.0492450348;2021-12-04 00:00:00-ROT
2021-01-05;NETZ;97.3211462107;95.7613131285;98.301024222;97.6343191805;96.2275988513;98.4345621021;96.0517620057;95.8188405797;96.093365346;98.6235808747;99.4152197434;2021-01-05 00:00:00-NETZ
2021-01-05;RME;97.9907409788;97.4609817586;98.516221241;98.1848017239;97.588925601;98.7278204797;96.7516826433;96.9280123008;96.7123479888;98.7879261747;99.4894904358;2021-01-05 00:00:00-RME
2021-01-05;RWT;95.181847181;94.2959456883;96.3824324899;95.9292328008;95.4334370772;96.5629582871;94.4367088608;94.9157303371;94.2856889834;99.2998842318;99.1408325952;2021-01-05 00:00:00-RWT
2021-01-06;NETZ;95.5104690294;94.6229723606;96.0693796233;95.943655759;95.1336710826;96.4069436501;93.4929172688;94.3333333333;93.3419895111;98.167171355;99.1474982418;2021-01-06 00:00:00-NETZ
2021-01-07;RSD;91.6125861661;95.209175361;88.3998141476;91.7554151147;95.1551923092;89.0755355084;88.6265137851;93.3502673797;86.7055092425;98.3857897864;98.1808731809;2021-01-07 00:00:00-RSD
2021-06-28;RME;86.5656376433;84.4668740961;88.6666499353;88.4955591006;86.1914301303;90.6252103044;84.4627945432;82.619475335;84.8707794257;95.7975826599;97.6891259016;2021-06-28 00:00:00-RME
2021-07-01;RSD;90.494980377;89.4597142846;91.5449944338;91.3687805924;89.4951273943;93.0379136488;86.3262133751;86.4475138122;86.2681111479;96.6706521215;96.9520394442;2021-07-01 00:00:00-RSD
2021-07-03;RME;96.2613592432;95.2877307063;97.5169860988;96.9433501304;96.4020044576;97.5363894686;95.1351929065;95.6151481274;95.0234563082;98.8725103856;99.4288841011;2021-07-03 00:00:00-RME
2021-03-16;RME;93.4401538893;91.6458928784;95.2251545271;93.9772087074;92.4951623963;95.3275760242;91.1945781871;87.7555141793;91.9633412307;97.4988963372;98.9572941139;2021-03-16 00:00:00-RME
2021-03-16;RSD;90.5767366585;88.4489377726;92.4857347439;90.6390350055;87.8421203907;92.8465032036;89.1695290138;89.3198198198;89.1084888401;97.2036040622;98.426023085;2021-03-16 00:00:00-RSD
2021-03-17;RSD;95.0644724917;97.5908390478;92.8173615574;94.7465569677;97.3932411216;92.6872667711;91.9567295273;94.7636282395;90.8154069767;98.8266749381;99.3147074328;2021-03-17 00:00:00-RSD
2021-03-19;NETZ;93.4233387743;90.9849751177;94.9432848106;94.1232484969;91.5229302401;95.6019212508;92.877530653;92.5574098798;92.9345908868;97.1160432724;98.7001936251;2021-03-19 00:00:00-NETZ
2021-03-20;RME;96.5510356665;95.4368737366;98.0052599453;97.1966160593;96.347434045;98.1458756583;95.8553783095;95.3869613878;95.9709944751;98.6746030542;99.3751323872;2021-03-20 00:00:00-RME
2021-03-20;RWT;95.7270476231;95.403601472;95.9579257562;96.6696176409;97.9252860131;95.9623797473;93.4884470715;94.4027130721;93.1916095738;99.3632849942;99.2612491605;2021-03-20 00:00:00-RWT
2021-03-22;RWT;89.6449047099;87.6220720037;92.3989766492;90.7393307318;89.1506843554;92.7779652685;88.8029871977;89.9727095517;88.4466260857;97.5823392851;98.5380116959;2021-03-22 00:00:00-RWT
2021-07-11;RSD;94.6921222925;92.2851782207;97.723957348;95.69049709;93.8306806422;97.4481748371;94.1420104315;93.7415730337;94.3460987831;92.5925342866;97.6245924546;2021-07-11 00:00:00-RSD
2021-01-04;RSD;97.2964847194;97.0409557842;97.5238108542;98.3656184082;98.0268873898;98.6284520399;95.1680584551;96.2002749771;94.7572053995;99.6067271978;99.316868103;2021-01-04 00:00:00-RSD
2021-01-04;RWT;94.1982422256;94.22219501;94.1656727715;95.1182267835;95.5669916699;94.5413726951;92.2886170098;94.491015274;91.5933200964;99.1708032865;99.2609537216;2021-01-04 00:00:00-RWT
2020-12-28;NETZ;95.6169658997;94.1541045312;96.5281046565;96.3304538214;94.6636254095;97.2755749665;94.2649584442;93.6470844212;94.3758673662;98.2767470335;99.291514571;2020-12-28 00:00:00-NETZ
2020-12-28;RWT;91.4171402106;91.0918132157;91.8518988431;92.4533192648;92.0806632905;92.9277407138;89.8404163053;92.3861788618;89.0363766049;97.5658659377;98.7634552086;2020-12-28 00:00:00-RWT
2020-12-29;RME;96.0382803722;95.8199224257;96.2537759147;96.4637286376;96.4110927154;96.5113665031;94.828489562;94.5801236997;94.8837492963;98.5070189585;99.1281854761;2020-12-29 00:00:00-RME
2020-12-30;ROT;99.1588907899;98.2112493675;99.4752680708;99.35517354;98.5848983439;99.5787124386;97.6364671395;97.6502890173;97.6350907992;98.8276939515;99.5350551413;2020-12-30 00:00:00-ROT
2020-12-31;RSD;95.3673426733;93.7487464155;96.815310829;95.5651724083;94.093611039;96.7136655223;94.9802259887;95.5644007156;94.7449567723;98.555103298;99.1644908616;2020-12-31 00:00:00-RSD
2021-01-02;RSD;97.36910794;96.4642546746;98.3425362339;98.4592769728;97.3368921809;99.3915637564;96.5828789531;97.0751697381;96.3904057641;99.2877767187;99.5540691193;2021-01-02 00:00:00-RSD
2021-01-02;RWT;96.1525364691;95.0330893767;98.1272712411;97.7660509951;97.4409020114;98.2739030898;96.2194711239;97.3383247016;95.7908651773;99.0924345581;99.5320123469;2021-01-02 00:00:00-RWT
2021-02-07;ROT;97.7801286492;95.9841032583;98.5870060276;98.2663859865;96.0947469254;99.0709883604;97.400031258;96.2900520532;97.5209876154;98.5563348009;99.5147186009;2021-02-07 00:00:00-ROT
2021-02-08;NETZ;95.4724100969;93.940767817;96.4381717479;96.0211869348;94.6474101614;96.8073216463;94.1560564693;93.5536196946;94.2639799511;97.7273174648;99.0926827584;2021-02-08 00:00:00-NETZ
2021-03-10;RME;95.9834360334;94.9115741606;97.0569602464;96.5507048699;95.4980236309;97.5179024795;94.9840397698;94.0664414414;95.1935338732;98.5926009687;99.2490093315;2021-03-10 00:00:00-RME
2021-03-10;ROT;97.4128073011;94.0968717691;98.5467786931;97.8253492468;94.9846319298;98.6686990655;96.0992573398;94.1418338109;96.3005185163;98.1946070683;99.3683159846;2021-03-10 00:00:00-ROT
2021-03-11;ROT;95.5158502984;90.8511681817;97.1178115383;95.8868880169;91.371292915;97.2368685512;94.4745258609;92.4118230791;94.6887403569;97.2008916281;99.1254931563;2021-03-11 00:00:00-ROT
2021-01-31;RSD;98.4216045783;98.9322591144;97.8707039869;98.0987504646;98.6918671155;97.6027755163;95.367768595;96.933460076;94.6973951974;99.9030745683;99.7754070747;2021-01-31 00:00:00-RSD
2021-02-01;RME;92.5462133977;91.6594562261;93.42131687;93.4734450733;92.5692276518;94.2976370665;91.8888547429;91.206629055;92.0402090243;97.8313236271;98.9173513775;2021-02-01 00:00:00-RME
2021-02-03;NETZ;90.0096272731;85.9355585201;92.5689656738;90.8953890298;87.1590415594;93.0040810469;90.5567213151;88.451048951;90.9300255781;96.6468782586;98.8650889618;2021-02-03 00:00:00-NETZ
2021-02-04;NETZ;91.499712748;90.9003988131;91.8748713104;92.5726319244;91.8934567754;92.9605588541;92.7489451477;91.9761904762;92.8865643796;96.7943070399;98.9329531709;2021-02-04 00:00:00-NETZ
2021-02-04;RME;92.8028503138;90.0069030542;95.5782017266;94.3167338538;91.7592578282;96.6366426766;92.9330198859;91.1310845431;93.3299473288;97.228818371;99.0294382311;2021-02-04 00:00:00-RME
2021-02-05;NETZ;93.2905844953;92.2892066989;93.9157731558;94.004432606;92.739761753;94.7267284971;93.1721513148;92.4880020116;93.2956251702;97.1783519736;98.9973923595;2021-02-05 00:00:00-NETZ
2021-04-06;RME;93.282277929;91.9454937201;94.6075191565;93.9380490002;92.2774704694;95.4498342227;92.7035882621;92.4191155891;92.7664933779;97.8285046082;99.0106986337;2021-04-06 00:00:00-RME
2021-04-06;RSD;96.9509654323;96.7997361642;97.1101297863;97.2983785871;97.1506853676;97.433828438;95.1268899744;95.6891319689;94.8504510756;96.877158739;98.6313868613;2021-04-06 00:00:00-RSD
2021-05-28;NETZ;89.8672275671;84.5182996652;93.2340373973;90.6301098234;85.4650149729;93.5701990899;90.1697138315;87.9886338877;90.5607106123;96.2107204799;98.659462356;2021-05-28 00:00:00-NETZ
2021-05-28;RSD;92.1563974757;92.8110625912;91.4789891061;92.5679688753;93.2117594326;91.9920016576;91.260977818;94.5140449438;89.713760855;95.995859914;98.1801637853;2021-05-28 00:00:00-RSD
2021-08-25;ROT;96.7793460479;94.0672175362;97.7159897007;97.1836575878;94.6449559784;97.9457048309;96.2478813559;95.1;96.3651488616;97.5892116899;99.1911849213;2021-08-25 00:00:00-ROT
2021-08-26;ROT;90.6749630268;81.5778956775;93.7173002632;92.47630503;84.6887396444;94.6951309295;90.6606785094;84.5506253722;91.2627725445;95.8934626569;98.257281121;2021-08-26 00:00:00-ROT
2021-08-30;NETZ;89.9147747876;88.3194816414;90.8564355091;90.7921713728;89.0684542027;91.7159902334;89.542989418;89.1785975164;89.6077502272;96.5576764298;98.597722843;2021-08-30 00:00:00-NETZ
2021-08-30;RME;91.3843421023;87.7438566074;95.0273246282;91.7546551778;88.1056230988;95.1008277525;91.1968245069;87.0877562482;92.1080458339;96.7592659455;98.3601337367;2021-08-30 00:00:00-RME
2021-08-31;ROT;96.8367417701;95.2334405026;97.3909324193;97.0731996721;95.6545695433;97.5000096037;95.3997175894;94.9311821816;95.4479313587;98.2984675963;99.214365881;2021-08-31 00:00:00-ROT
2021-01-15;NETZ;54.1253839849;54.0275646478;54.1903984374;55.5305838356;56.454116411;54.9699661217;60.4971435991;63.5469667319;59.9249882519;81.9475392134;90.2194650764;2021-01-15 00:00:00-NETZ
2021-01-16;RWT;91.4828769525;88.7839266751;95.9096672446;93.3011159592;91.3243614174;96.1416351135;92.1026161479;92.9741338396;91.7777532065;94.4852403057;97.9017754208;2021-01-16 00:00:00-RWT
2021-11-15;NETZ;92.7690651163;88.2861966255;95.488299924;93.0907301073;88.5152342189;95.5865660269;90.8885662949;87.8263934546;91.4288522266;97.7845227231;99.1254858412;2021-11-15 00:00:00-NETZ
2021-11-15;RWT;79.1640532073;75.8209535808;83.0090624913;79.5468098092;76.0979257993;83.2817426665;82.7039672273;80.6506434519;83.261738296;96.1987195725;98.1968007756;2021-11-15 00:00:00-RWT
2021-11-17;ROT;92.5528561522;88.3814172368;93.9819725585;93.2745771609;89.6123776419;94.3655497795;94.0968988117;93.0447015139;94.2051391297;96.5877546505;98.7827834628;2021-11-17 00:00:00-ROT
2021-10-03;ROT;97.1334292472;92.9817597937;98.9866463807;97.5224209076;93.2438525252;99.0933777492;96.5897544207;94.1128937298;96.8617846751;97.8690402817;99.326276854;2021-10-03 00:00:00-ROT
2021-10-04;RME;88.8186024442;86.5512279267;91.0862016552;90.2583325945;88.5041773619;91.8492160681;86.8022503002;85.7997993694;87.0255362615;96.2208698032;98.1960472211;2021-10-04 00:00:00-RME
2021-10-04;RSD;92.2037108915;90.0817304168;94.396652689;93.2830347908;91.2449038623;95.113671996;91.1070266753;89.9793171372;91.6632124352;94.4470037798;98.4170058797;2021-10-04 00:00:00-RSD
2021-10-07;RME;89.6955710404;86.876476244;92.5278353979;91.445704868;89.4404362249;93.2667223693;89.6340846246;87.6380096949;90.0810983397;95.6913051792;98.137284147;2021-10-07 00:00:00-RME
2021-10-09;NETZ;95.7681743069;92.9478275014;97.7803992147;96.51911603;93.9776614088;98.0197165431;93.7616824647;92.4483663715;93.9960156578;98.2275716862;99.3292546596;2021-10-09 00:00:00-NETZ
2021-10-25;NETZ;91.8935357636;88.5264694508;93.912549832;92.5806659577;89.2338355811;94.381435333;90.7639879335;89.0608513189;91.0598193249;97.0448062767;98.8192905146;2021-10-25 00:00:00-NETZ
2021-10-25;ROT;93.7652651039;90.7210734746;94.8109476091;94.4838381138;91.6917511053;95.318729201;93.2670755879;92.0862560593;93.389496556;96.4131656542;98.911868457;2021-10-25 00:00:00-ROT
2021-10-27;RME;88.1790837909;85.6591039151;90.7324407804;89.112107929;86.9437440831;91.1043464547;89.2947751693;89.1133220435;89.334721014;96.4281229166;98.3685350663;2021-10-27 00:00:00-RME
